DSP_fir_cplx_c,8509,8260,"1,030145",509672,6072,-scalarrepl, -gvn, -loop-unswitch, -loop-rotate, -reassociate, -ipsccp,8260,-scalarrepl, -gvn, -loop-unswitch, -loop-rotate, -reassociate, -ipsccp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fir_cplx_c,8509,8277,"1,028029",460922,5806,-gvn, -licm, -loop-unswitch, -loop-rotate, -instcombine, -basicaa,8277,-gvn, -licm, -loop-unswitch, -loop-rotate, -instcombine, -basicaa, -lower-expect,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_firlms2_c,831,820,"1,013415",369317,4061,-scalarrepl, -loop-reduce, -loop-rotate,820,-scalarrepl, -loop-reduce, -loop-rotate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_firlms2_c,831,820,"1,013415",350829,3778,-scalarrepl, -loop-reduce, -loop-rotate,820,-scalarrepl, -loop-reduce, -loop-rotate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_firlms2_c,831,821,"1,01218",285856,3645,-loop-rotate, -scalarrepl-ssa,821,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fltoq15_c,1015,967,"1,049638",331784,4229,-jump-threading, -scalarrepl, -loop-rotate,967,-jump-threading, -scalarrepl, -loop-rotate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fltoq15_c,1015,967,"1,049638",312098,4308,-loop-rotate, -jump-threading, -scalarrepl-ssa,967,-loop-rotate, -jump-threading, -scalarrepl-ssa,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fltoq15_c,1015,967,"1,049638",348600,4251,-scalarrepl, -jump-threading, -loop-rotate,967,-scalarrepl, -jump-threading, -loop-rotate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_mul_c,53236,49724,"1,07063",755071,6123,-scalarrepl, -licm, -loop-rotate, -simplifycfg, -loop-unswitch, -loop-reduce, -codegenprepare, -simplifycfg, -loop-unswitch, -loop-reduce, -codegenprepare, -reassociate,49724,-reassociate, -no-aa, -scalarrepl, -licm, -indvars, -early-cse, -loop-rotate, -no-aa, -globaldce, -simplifycfg, -loweratomic, -globalopt, -loop-unswitch, -scalarrepl, -loop-reduce, -scalarrepl, -codegenprepare, -simplifycfg, -loweratomic, -globalopt, -loop-unswitch, -loweratomic, -loop-reduce, -codegenprepare, -reassociate,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_mul_c,53236,42583,"1,25017",789719,6159,-licm, -loop-rotate, -scalarrepl-ssa, -basicaa, -loop-unswitch, -simplifycfg, -reg2mem, -loop-rotate, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -loop-rotate, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -sink, -scalarrepl-ssa, -loop-rotate, -reg2mem, -sink, -loop-rotate, -scalarrepl-ssa, -simplifycfg, -loop-rotate, -loop-reduce, -early-cse, -loop-unswitch, -loop-unswitch, -globalopt, -loop-unswitch,44251,-partial-inliner, -globaldce, -licm, -die, -lazy-value-info, -loop-deletion, -loop-deletion, -argpromotion, -loop-rotate, -reg2mem, -loop-reduce, -scalarrepl-ssa, -always-inline, -lowerswitch, -dce, -always-inline, -memcpyopt, -simplifycfg, -tbaa, -basicaa, -deadargelim, -loop-unswitch, -memdep, -dce, -instsimplify, -correlated-propagation, -reassociate, -simplifycfg, -loweratomic, -scalarrepl-ssa, -simplifycfg, -loweratomic, -scalarrepl-ssa, -loop-rotate, -reg2mem, -sink, -loops, -scalar-evolution, -memcpyopt, -loop-rotate, -loop-reduce, -scalarrepl-ssa, -always-inline, -lowerswitch, -loop-reduce, -loop-rotate, -loop-rotate, -reg2mem, -sink, -loops, -scalar-evolution, -memcpyopt, -loop-rotate, -loop-reduce, -scalarrepl-ssa, -always-inline, -lowerswitch, -loop-reduce, -loop-rotate, -reg2mem, -sink, -loops, -scalar-evolution, -scalarrepl-ssa, -always-inline, -lowerswitch, -loop-reduce, -loop-rotate, -loop-rotate, -reg2mem, -sink, -loops, -scalar-evolution, -memcpyopt, -loop-rotate, -loop-reduce, -scalarrepl-ssa, -always-inline, -lowerswitch, -loop-reduce, -loop-rotate, -reg2mem, -sink, -loops, -scalar-evolution, -memcpyopt, -scalarrepl-ssa, -simplifycfg, -loweratomic, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -sink, -loops, -scalar-evolution, -memcpyopt, -loop-rotate, -loop-reduce, -scalarrepl-ssa, -always-inline, -simplifycfg, -codegenprepare, -loop-rotate, -loop-reduce, -early-cse, -scalar-evolution, -memcpyopt, -simplifycfg, -loop-unswitch, -lowerswitch, -mergereturn, -functionattrs, -memcpyopt, -simplifycfg, -loop-unswitch, -lowerswitch, -scalarrepl-ssa, -globalopt, -no-aa, -loop-unswitch, -jump-threading, -dse, -lowerinvoke, -loop-rotate, -scalarrepl,126,,,,,
DSP_mat_mul_c,53236,42128,"1,263673",1350087,6142,-codegenprepare, -loop-rotate, -reg2mem, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -scalarrepl-ssa, -sink, -loop-rotate, -reg2mem, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -reg2mem, -scalarrepl-ssa, -loop-reduce, -loop-unswitch, -loop-rotate, -reg2mem, -scalarrepl-ssa, -loop-unswitch, -loop-reduce, -loop-rotate, -mergefunc, -loop-unswitch, -sink, -loop-unswitch, -loop-reduce, -licm, -loop-unswitch, -mergefunc, -loop-unswitch, -argpromotion, -loop-unswitch,42128,-codegenprepare, -ipsccp, -tbaa, -loop-rotate, -reg2mem, -memdep, -scalarrepl-ssa, -partial-inliner, -reassociate, -memcpyopt, -loop-reduce, -lcssa, -no-aa, -tailcallelim, -lcssa, -tbaa, -loop-rotate, -reg2mem, -memdep, -scalarrepl-ssa, -memdep, -scalarrepl-ssa, -partial-inliner, -reassociate, -mldst-motion, -sink, -always-inline, -loop-rotate, -reg2mem, -memdep, -scalarrepl-ssa, -partial-inliner, -reassociate, -memcpyopt, -loop-reduce, -lcssa, -tbaa, -loop-idiom, -mldst-motion, -always-inline, -loop-rotate, -reg2mem, -memdep, -scalarrepl-ssa, -partial-inliner, -reassociate, -memcpyopt, -loop-reduce, -lcssa, -no-aa, -tailcallelim, -strip-dead-prototypes, -loop-rotate, -always-inline, -loop-rotate, -reg2mem, -loop-unswitch, -scalarrepl-ssa, -partial-inliner, -reassociate, -memcpyopt, -loop-reduce, -lcssa, -no-aa, -tailcallelim, -licm, -memdep, -loop-unswitch, -lcssa, -no-aa, -tailcallelim, -mldst-motion, -always-inline, -loop-rotate, -reg2mem, -memdep, -scalarrepl-ssa, -partial-inliner, -reassociate, -memcpyopt, -loop-reduce, -lcssa, -no-aa, -tailcallelim, -licm, -memdep, -loop-unswitch, -functionattrs, -loop-reduce, -loop-rotate, -constprop, -mergefunc, -sink, -loop-unswitch, -sink, -loop-unswitch, -loop-reduce, -licm, -memdep, -loop-unswitch, -mergefunc, -sink, -loop-unswitch, -argpromotion, -loop-unswitch, -constprop, -deadargelim,107,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_trans_c,14152,10539,"1,342822",2560064,6137,-loop-rotate, -scalarrepl, -licm, -loop-reduce, -strip-dead-prototypes, -jump-threading, -loop-unswitch, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loop-unswitch, -loop-rotate, -strip-dead-prototypes, -loop-unroll, -loop-unswitch, -loop-unswitch, -loop-extract, -loop-reduce, -loop-rotate, -loop-deletion, -argpromotion, -loop-extract, -loop-unswitch,10594,-memdep, -ipsccp, -loop-idiom, -indvars, -loop-rotate, -mergefunc, -scalarrepl, -loops, -sink, -licm, -loop-unroll, -loop-reduce, -loop-simplify, -strip-dead-prototypes, -scalarrepl, -memcpyopt, -loop-unswitch, -jump-threading, -memcpyopt, -loop-unswitch, -loop-unroll, -loop-unroll, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -jump-threading, -memcpyopt, -loop-unswitch, -loop-unroll, -loop-unroll, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -lazy-value-info, -loop-deletion, -memcpyopt, -globaldce, -loop-unroll, -loop-unroll, -loop-unroll, -loop-extract, -loop-reduce, -lazy-value-info, -lowerinvoke, -loop-unroll, -lazy-value-info, -globaldce, -loop-unroll, -loop-unroll, -loop-unroll, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -scalarrepl, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -loop-unroll, -loop-extract, -loop-reduce, -loop-unroll, -loop-extract, -loop-reduce, -loop-unroll, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -scalarrepl, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -scalarrepl, -loop-unroll, -lazy-value-info, -globaldce, -loop-unroll, -loop-unroll, -loop-unroll, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -scalarrepl, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -scalarrepl, -loops, -targetlibinfo, -loop-deletion, -memcpyopt, -loop-unswitch, -loop-unroll, -loop-rotate, -loop-unroll, -loop-unroll, -loop-simplify, -strip-dead-prototypes, -loop-unroll, -memdep, -loop-unswitch, -targetlibinfo, -loop-deletion, -loops, -loop-unswitch, -loop-unroll, -loop-unroll, -loop-extract, -loop-reduce, -loop-rotate, -mergefunc, -scalarrepl, -loop-deletion, -argpromotion, -strip-dead-prototypes, -scalar-evolution, -globaldce, -loop-unroll, -loop-extract, -loop-unswitch,127
DSP_mat_trans_c,14152,14028,"1,008839",517719,6084,-loop-rotate, -scalarrepl-ssa, -loop-unswitch, -simplifycfg, -loop-deletion, -indvars,14028,-loop-rotate, -sccp, -sink, -scalarrepl-ssa, -loop-unswitch, -loop-unswitch, -simplifycfg, -targetlibinfo, -mergefunc, -loop-deletion, -indvars, -licm, -correlated-propagation,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_trans_c,14152,14028,"1,008839",448132,5552,-scalarrepl, -loop-rotate, -loop-unswitch, -simplifycfg, -loop-deletion, -indvars,14028,-scalarrepl, -loop-rotate, -loop-unswitch, -simplifycfg, -loop-deletion, -indvars,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxidx_c,1666,1097,"1,518687",217265,3858,-loop-rotate, -scalarrepl-ssa,1097,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxidx_c,1666,1097,"1,518687",185604,3381,-loop-rotate, -scalarrepl-ssa,1097,-loop-rotate, -scalarrepl-ssa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxidx_c,1666,1086,"1,53407",332755,5676,-loop-rotate, -basicaa, -licm, -loop-reduce, -scalarrepl-ssa,1086,-loop-rotate, -basicaa, -licm, -loop-reduce, -scalarrepl-ssa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
