DSP_autocor_c;10069;9377;1.073798;579.563;7838;-loop-rotate, -scalarrepl-ssa, -loop-reduce, -loop-unswitch, -simplifycfg, -constprop, -loop-idiom, -loop-deletion, -simplifycfg;9377;-gvn, -loop-rotate, -scalarrepl-ssa, -loop-reduce, -loop-unswitch, -simplifycfg, -constprop, -loop-idiom, -early-cse, -gvn, -loop-rotate, -ipsccp, -scalarrepl-ssa, -loop-deletion, -simplifycfg, -constmerge, -constmerge, -constprop, -loop-idiom, -argpromotion;20
DSP_autocor_c;10069;9072;1.109899;748.370;8058;-loop-rotate, -scalarrepl, -loop-reduce, -basiccg, -loop-unswitch, -indvars, -loop-reduce, -gvn, -instcombine, -loop-idiom, -reg2mem, -gvn, -loop-rotate, -instcombine, -loop-unswitch, -reg2mem, -gvn, -loop-rotate, -scalarrepl, -loop-unswitch, -reg2mem, -gvn, -loop-rotate, -instcombine, -reg2mem, -gvn, -basicaa, -loop-rotate, -instcombine, -loop-reduce, -loop-rotate, -loop-reduce, -loop-unswitch, -loop-unswitch, -licm, -ipsccp;9072;-lcssa, -globalopt, -loop-rotate, -loop-rotate, -scalarrepl, -loop-simplify, -loop-reduce, -lazy-value-info, -basiccg, -loop-unswitch, -prune-eh, -no-aa, -dce, -loop-unswitch, -indvars, -mergefunc, -licm, -mergefunc, -loop-reduce, -gvn, -instcombine, -dse, -tbaa, -globalopt, -dse, -loop-idiom, -licm, -lowerswitch, -loop-rotate, -loop-unswitch, -indvars, -licm, -mergefunc, -reg2mem, -gvn, -no-aa, -basicaa, -loop-unroll, -tbaa, -globalopt, -dse, -loop-rotate, -deadargelim, -lowerswitch, -loop-rotate, -loop-rotate, -instcombine, -dse, -tbaa, -dse, -tbaa, -globalopt, -loop-unswitch, -prune-eh, -no-aa, -dce, -loop-unswitch, -indvars, -licm, -mergefunc, -reg2mem, -gvn, -no-aa, -basicaa, -strip-dead-prototypes, -no-aa, -loop-rotate, -scalarrepl, -loop-simplify, -basiccg, -loop-unswitch, -prune-eh, -loop-rotate, -licm, -mergefunc, -reg2mem, -gvn, -no-aa, -basicaa, -strip-dead-prototypes, -die, -licm, -lowerswitch, -loop-rotate, -instcombine, -dse, -tbaa, -globalopt, -dse, -loop-idiom, -globalopt, -loop-rotate, -instcombine, -reg2mem, -gvn, -no-aa, -basicaa, -strip-dead-prototypes, -no-aa, -reassociate, -always-inline, -die, -licm, -lowerswitch, -loop-rotate, -instcombine, -dse, -loop-reduce, -lazy-value-info, -loop-rotate, -scalarrepl, -loop-simplify, -loop-reduce, -lazy-value-info, -basiccg, -loop-unswitch, -prune-eh, -loop-unswitch, -indvars, -licm, -mergefunc, -loop-deletion, -ipsccp;123
DSP_autocor_c;10069;9084;1.108432;831.777;8075;-loop-rotate, -basicaa, -licm, -loop-extract, -scalarrepl-ssa, -ipconstprop, -loop-reduce, -gvn, -loop-rotate, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loop-rotate, -loop-extract, -loop-reduce, -loweratomic, -loop-rotate, -inline, -loop-unswitch, -loop-unswitch, -simplifycfg, -scalarrepl-ssa, -loop-idiom;9114;-dse, -reassociate, -mergefunc, -strip-dead-prototypes, -loop-instsimplify, -loop-rotate, -basicaa, -loop-simplify, -constprop, -partial-inliner, -globalopt, -scalar-evolution, -licm, -memcpyopt, -always-inline, -loop-deletion, -domtree, -strip-dead-prototypes, -loop-extract, -gvn, -no-aa, -loop-unroll, -tailcallelim, -scalarrepl-ssa, -ipconstprop, -argpromotion, -loop-reduce, -gvn, -lowerinvoke, -loops, -loop-rotate, -loop-idiom, -globaldce, -instcombine, -loop-rotate, -scalar-evolution, -licm, -memcpyopt, -always-inline, -loop-deletion, -adce, -domtree, -strip-dead-prototypes, -loop-extract, -gvn, -no-aa, -loop-unroll, -lcssa, -mergefunc, -reassociate, -loop-deletion, -early-cse, -loop-reduce, -memcpyopt, -globaldce, -instcombine, -loop-rotate, -loop-simplify, -lowerswitch, -scalar-evolution, -lowerswitch, -scalar-evolution, -scalarrepl, -lowerinvoke, -argpromotion, -strip-dead-prototypes, -loop-extract, -gvn, -no-aa, -loop-unroll, -lcssa, -no-aa, -loop-unroll, -lcssa, -mergefunc, -reassociate, -loop-deletion, -early-cse, -loop-reduce, -memcpyopt, -globaldce, -instcombine, -loop-rotate, -memcpyopt, -lowerswitch, -scalar-evolution, -lowerswitch, -memcpyopt, -always-inline, -loop-deletion, -adce, -domtree, -strip-dead-prototypes, -loop-extract, -gvn, -no-aa, -loop-unroll, -lcssa, -mergefunc, -reassociate, -loop-deletion, -early-cse, -loop-reduce, -simplifycfg, -globalopt, -loweratomic, -loop-reduce, -gvn, -lowerinvoke, -loops, -loop-rotate, -loop-idiom, -loop-idiom, -globalopt, -domtree, -inline, -lcssa, -loop-unswitch, -simplifycfg, -loop-rotate, -tbaa, -loop-unswitch, -simplifycfg, -loop-rotate, -tbaa, -scalarrepl-ssa, -loop-idiom;127
DSP_blk_eswap16_c;3664;3655;1.002462;510.832;7752;-jump-threading, -loop-rotate, -licm, -loop-reduce, -basicaa, -instcombine, -scalarrepl-ssa, -indvars;3655;-jump-threading, -loop-rotate, -licm, -always-inline, -loop-reduce, -basicaa, -instcombine, -scalarrepl-ssa, -indvars, -scalar-evolution;10
DSP_blk_eswap16_c;3664;3664;1.000000;311.313;5028;-loop-rotate, -scalarrepl-ssa, -indvars;3664;-loop-rotate, -scalarrepl-ssa, -indvars;3
DSP_blk_eswap16_c;3664;3655;1.002462;602.698;7935;-basicaa, -instcombine, -licm, -sroa, -codegenprepare, -tailcallelim, -early-cse, -loop-rotate, -indvars, -licm;3655;-basicaa, -instcombine, -lazy-value-info, -licm, -sroa, -codegenprepare, -tailcallelim, -loops, -early-cse, -loop-rotate, -deadargelim, -indvars, -globalopt, -licm, -jump-threading, -lower-expect;16
DSP_blk_eswap32_c;3078;3076;1.000650;294.829;4835;-scalarrepl, -loop-rotate;3076;-scalarrepl, -loop-rotate;2
DSP_blk_eswap32_c;3078;2989;1.029776;608.887;8042;-gvn, -instcombine, -basicaa, -simplifycfg, -gvn, -licm, -loop-rotate, -indvars, -licm, -dse;2989;-constprop, -gvn, -instcombine, -basicaa, -loop-instsimplify, -sink, -dce, -simplifycfg, -adce, -gvn, -loop-idiom, -tbaa, -licm, -loop-rotate, -loop-instsimplify, -loop-rotate, -loop-unroll, -indvars, -partial-inliner, -constmerge, -licm, -codegenprepare, -memcpyopt, -memcpyopt, -codegenprepare, -dse, -partial-inliner, -memcpyopt, -targetlibinfo;29
DSP_blk_eswap32_c;3077.9999999999995;3065;1.004241;622.585;7959;-loop-rotate, -licm, -loop-reduce, -early-cse, -basicaa, -indvars, -scalarrepl-ssa;3065;-dce, -loop-rotate, -licm, -loop-reduce, -early-cse, -basicaa, -indvars, -scalarrepl-ssa, -constprop, -adce, -constmerge;11
DSP_blk_eswap64_c;2800;2798;1.000715;288.427;4728;-scalarrepl, -loop-rotate;2798;-scalarrepl, -loop-rotate;2
