DSP_blk_eswap64_c,2800,2798,"1,000715",138807,2058,-loop-rotate, -scalarrepl-ssa,2798,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_blk_move_c,907,898,"1,010022",301984,3606,-instcombine, -loop-rotate, -scalarrepl, -indvars,898,-instcombine, -loop-rotate, -scalarrepl, -indvars,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_blk_move_c,907,898,"1,010022",268075,3709,-instcombine, -scalarrepl, -loop-rotate, -indvars,898,-instcombine, -scalarrepl, -loop-rotate, -indvars, -domtree,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_blk_move_c,907,898,"1,010022",225931,3151,-instcombine, -loop-rotate, -scalarrepl-ssa, -indvars,898,-instcombine, -loop-rotate, -scalarrepl-ssa, -indvars,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_dotprod_c,827,830,"0,996386",132294,2248,-loop-rotate, -scalarrepl,830,-loop-rotate, -scalarrepl,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_dotprod_c,827,827,1,173876,2596,-scalarrepl, -loop-rotate, -indvars,827,-scalarrepl, -loop-rotate, -indvars,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_dotprod_c,827,827,1,206983,2995,-scalarrepl, -loop-rotate, -indvars,827,-scalarrepl, -loop-rotate, -indvars,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_dotp_sqr_c,2906,2906,1,171286,2649,-loop-rotate, -scalarrepl, -gvn, -indvars,2906,-loop-rotate, -scalarrepl, -gvn, -indvars,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_dotp_sqr_c,2906,2906,1,211654,3179,-scalarrepl, -loop-rotate, -gvn, -indvars,2906,-scalarrepl, -loop-rotate, -gvn, -indvars,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_dotp_sqr_c,2906,2906,1,253661,3572,-scalarrepl, -loop-rotate, -indvars, -gvn,2906,-scalarrepl, -loop-rotate, -indvars, -gvn,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fir_cplx_c,8509,8277,"1,028029",290934,3937,-scalarrepl-ssa, -licm, -gvn, -loop-unswitch, -loop-rotate, -simplifycfg,8277,-mergereturn, -mergereturn, -scalarrepl-ssa, -licm, -gvn, -loop-unswitch, -loop-rotate, -scalarrepl, -loops, -simplifycfg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fir_cplx_c,8509,8263,"1,029771",290895,3964,-scalarrepl, -gvn, -loop-rotate, -loop-unswitch, -reassociate,8265,-correlated-propagation, -loop-idiom, -scalarrepl, -gvn, -sancov, -loop-idiom, -loop-unswitch, -loop-rotate, -scalarrepl, -loop-rotate, -loop-unswitch, -simplifycfg, -dse, -no-aa, -mergereturn, -reassociate,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fir_cplx_c,8509,8258,"1,030395",284236,3702,-gvn, -loop-rotate, -reassociate, -loop-unswitch, -basicaa, -codegenprepare, -scalarrepl,8258,-gvn, -loop-rotate, -reassociate, -loop-unswitch, -basicaa, -codegenprepare, -scalarrepl,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_firlms2_c,831,821,"1,01218",149217,1992,-loop-rotate, -scalarrepl-ssa,821,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_firlms2_c,831,821,"1,01218",181585,2397,-loop-rotate, -scalarrepl-ssa,821,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_firlms2_c,831,820,"1,013415",193299,2482,-scalarrepl, -loop-reduce, -loop-rotate,820,-scalarrepl, -loop-reduce, -loop-rotate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fltoq15_c,1015,967,"1,049638",166690,2470,-jump-threading, -loop-rotate, -scalarrepl-ssa,967,-jump-threading, -loop-rotate, -scalarrepl-ssa,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fltoq15_c,1015,967,"1,049638",168051,2541,-jump-threading, -loop-rotate, -scalarrepl-ssa,967,-jump-threading, -loop-rotate, -scalarrepl-ssa,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_fltoq15_c,1015,967,"1,049638",172367,2629,-scalarrepl, -jump-threading, -loop-rotate,967,-scalarrepl, -jump-threading, -loop-rotate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_mul_c,53236,49716,"1,070802",351099,3559,-scalarrepl, -loop-reduce, -loop-rotate, -loop-unswitch, -lowerswitch, -licm, -loop-reduce, -loop-unswitch,49716,-scalarrepl, -licm, -loop-reduce, -loop-rotate, -loop-unswitch, -loop-reduce, -lowerswitch, -loop-rotate, -scalarrepl, -licm, -loop-reduce, -loop-rotate, -loop-unswitch,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_mul_c,53236,49716,"1,070802",441608,4011,-scalarrepl, -loop-reduce, -loop-rotate, -loop-unswitch, -loop-unswitch, -licm, -loop-reduce, -simplifycfg,49716,-strip-dead-prototypes, -scalarrepl, -loop-reduce, -dse, -scalarrepl, -loop-rotate, -sink, -loop-unswitch, -prune-eh, -sink, -loop-unswitch, -prune-eh, -licm, -loop-reduce, -dse, -deadargelim, -lower-expect, -strip-dead-prototypes, -functionattrs, -simplifycfg, -domtree,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_mul_c,53236,47470,"1,121466",514472,4029,-scalarrepl-ssa, -loop-rotate, -loop-reduce, -loop-unswitch, -globaldce, -loop-unswitch, -indvars, -loop-reduce, -jump-threading, -ipconstprop, -loop-instsimplify, -loop-extract, -instcombine, -loop-deletion, -loop-rotate, -loop-extract, -licm, -loop-unswitch,47471,-prune-eh, -deadargelim, -argpromotion, -lowerswitch, -correlated-propagation, -memdep, -targetlibinfo, -scalarrepl-ssa, -jump-threading, -gvn, -scalarrepl-ssa, -scalar-evolution, -loop-deletion, -loop-rotate, -ipconstprop, -loop-instsimplify, -early-cse, -mergereturn, -loop-rotate, -lcssa, -domtree, -indvars, -partial-inliner, -loop-reduce, -loop-idiom, -ipconstprop, -loop-instsimplify, -early-cse, -mergereturn, -lcssa, -loop-unswitch, -globaldce, -loop-unswitch, -domtree, -indvars, -partial-inliner, -loop-reduce, -loop-idiom, -ipconstprop, -partial-inliner, -loop-reduce, -loop-idiom, -scalarrepl-ssa, -ipconstprop, -loop-instsimplify, -early-cse, -mergereturn, -inline, -memcpyopt, -loop-deletion, -tailcallelim, -loop-unswitch, -globaldce, -loop-unswitch, -deadargelim, -sccp, -jump-threading, -globaldce, -loop-unswitch, -deadargelim, -sccp, -jump-threading, -ipconstprop, -loop-instsimplify, -no-aa, -memdep, -targetlibinfo, -loop-extract, -licm, -loop-simplify, -always-inline, -sccp, -no-aa, -memdep, -targetlibinfo, -loop-extract, -licm, -loop-simplify, -always-inline, -sccp, -instcombine, -loop-deletion, -licm, -jump-threading, -loop-instsimplify, -loop-rotate, -ipconstprop, -loop-extract, -memdep, -domtree, -licm, -loops, -tailcallelim, -loop-unswitch, -dse, -correlated-propagation, -domtree, -memcpyopt, -loop-reduce,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_trans_c,14152,14028,"1,008839",332234,3697,-scalarrepl-ssa, -loop-rotate, -indvars, -loop-unswitch, -instcombine, -loop-deletion,14028,-scalarrepl-ssa, -loop-rotate, -indvars, -loop-unswitch, -instcombine, -loop-deletion,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_mat_trans_c,14152,11782,"1,201154",442982,4035,-scalarrepl-ssa, -loop-reduce, -simplifycfg, -codegenprepare, -loop-rotate, -reg2mem, -loop-rotate, -reg2mem, -scalarrepl, -loop-reduce, -functionattrs, -loop-unswitch, -early-cse, -loop-rotate, -reg2mem, -scalarrepl, -loop-reduce, -sccp, -loop-unswitch, -early-cse, -loop-rotate, -reg2mem, -scalarrepl, -loop-reduce, -jump-threading, -loop-unswitch, -jump-threading, -loop-rotate, -reg2mem, -scalarrepl, -loop-unswitch,11784,-constmerge, -loop-idiom, -memdep, -scalarrepl-ssa, -loop-reduce, -globaldce, -jump-threading, -reassociate, -lowerinvoke, -simplifycfg, -codegenprepare, -early-cse, -loop-rotate, -licm, -instsimplify, -loop-deletion, -reg2mem, -functionattrs, -codegenprepare, -early-cse, -loop-rotate, -licm, -instsimplify, -loop-deletion, -reg2mem, -functionattrs, -scalarrepl, -loop-reduce, -globaldce, -jump-threading, -reassociate, -lowerinvoke, -constmerge, -domtree, -inline, -loop-idiom, -memdep, -licm, -simplifycfg, -functionattrs, -loop-reduce, -globaldce, -sccp, -reassociate, -lowerinvoke, -globalopt, -globaldce, -loop-unswitch, -constprop, -globaldce, -jump-threading, -reassociate, -functionattrs, -early-cse, -loop-rotate, -early-cse, -loop-rotate, -reg2mem, -functionattrs, -scalarrepl, -loop-reduce, -globaldce, -sccp, -reassociate, -lowerinvoke, -globalopt, -globaldce, -loop-unswitch, -constprop, -globaldce, -jump-threading, -reassociate, -lowerinvoke, -globalopt, -gvn, -jump-threading, -functionattrs, -early-cse, -loop-rotate, -early-cse, -loop-rotate, -licm, -instsimplify, -loop-deletion, -reg2mem, -functionattrs, -scalarrepl, -loop-reduce, -globaldce, -jump-threading, -reassociate, -lowerinvoke, -globalopt, -gvn, -jump-threading, -lowerinvoke, -globalopt, -globaldce, -loop-unswitch, -globaldce, -jump-threading, -licm, -scalarrepl, -lowerinvoke, -loop-rotate, -licm, -instsimplify, -loop-deletion, -domtree, -reg2mem, -lower-expect, -functionattrs, -jump-threading, -scalarrepl, -functionattrs, -partial-inliner, -lcssa, -loweratomic, -die, -loop-unswitch, -lowerswitch,121,,,,,,,,,,,,,,,,,
DSP_maxidx_c,1666,1097,"1,518687",152540,2558,-scalarrepl, -loop-rotate,1097,-scalarrepl, -loop-rotate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxidx_c,1666,1097,"1,518687",184447,3061,-scalarrepl, -loop-rotate,1097,-scalarrepl, -loop-rotate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxidx_c,1666,1097,"1,518687",171957,2690,-loop-rotate, -scalarrepl-ssa,1097,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxval_c,1280,1082,"1,182994",131796,2162,-loop-rotate, -scalarrepl,1082,-loop-rotate, -scalarrepl, -branch-prob,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxval_c,1280,1082,"1,182994",133789,2136,-loop-rotate, -scalarrepl-ssa,1082,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_maxval_c,1280,1082,"1,182994",112824,1889,-loop-rotate, -scalarrepl-ssa,1082,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_minerror_c,25844,25834,"1,000387",312498,3514,-scalarrepl, -loop-reduce, -loop-rotate, -loop-unroll, -indvars,25834,-scalarrepl, -loop-reduce, -loop-rotate, -loop-unroll, -indvars, -loop-unswitch,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP_minerror_c,25844,25834,"1,000387",315203,3564,-scalarrepl, -loop-rotate, -loop-reduce, -loop-unroll, -indvars,25834,-scalarrepl, -loop-rotate, -loop-reduce, -loop-unroll, -indvars, -inline,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
